"id","kategorie","skupina","podnet","usmev","smer","kvalita","intenzita","instinkt","sire_oboci","vnitrni_oboci","zevni_oboci","horni_vicko","dolni_vicko","sire_koutky","vyska_koutky","horni_ret","dolni_ret","vyska_usta","horizontalne_hlava","vertikalne_hlava","atraktivita"
"3","zabava","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"3","obrana","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"3","ocekavani","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"3","zabava","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"3","obrana","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"3","ocekavani","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"3","zabava","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"3","agrese","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"3","ocekavani","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"3","odmitnuti","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"3","agrese","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"4","agrese","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"4","evokace","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"4","kontakt","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"4","reakce","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"4","evokace","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"4","kontakt","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"4","reakce","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"4","obrana","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"4","kontakt","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"4","reakce","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"4","obrana","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"4","vstrictnost","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"4","rozvaha","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"4","obava","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"4","deprese","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"4","odmitnuti","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"4","zabava","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"4","pohoda","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"4","odmitnuti","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"4","zabava","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"4","pohoda","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"4","rozhodnuti","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"4","obrana","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"4","vstrictnost","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"4","rozhodnuti","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"4","agrese","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"4","vstrictnost","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"4","ocekavani","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"4","obava","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"4","deprese","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"4","ocekavani","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"4","rozvaha","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"4","deprese","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"4","ocekavani","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"4","rozvaha","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"4","obava","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"4","rozhodnuti","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"4","agrese","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"4","evokace","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"4","odmitnuti","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"4","zabava","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"4","pohoda","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"5","obrana","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"5","evokace","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"5","evokace","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"5","reakce","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"5","agrese","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"5","agrese","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"5","rozhodnuti","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"5","rozhodnuti","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"5","rozhodnuti","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"5","obrana","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"5","obrana","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"5","evokace","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"5","odmitnuti","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"5","zabava","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"5","zabava","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"5","obava","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"5","deprese","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"5","deprese","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"5","vstrictnost","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"5","vstrictnost","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"5","vstrictnost","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"5","rozvaha","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"5","rozvaha","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"5","rozvaha","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"5","reakce","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"5","reakce","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"5","agrese","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"5","ocekavani","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"5","ocekavani","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"5","ocekavani","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"5","pohoda","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"5","pohoda","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"5","pohoda","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"5","odmitnuti","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"5","odmitnuti","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"5","zabava","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"5","kontakt","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"5","kontakt","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"5","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"5","obava","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"5","obava","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"5","deprese","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"6","kontakt","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"6","reakce","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"6","reakce","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"6","evokace","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"6","vstrictnost","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"6","vstrictnost","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"6","odmitnuti","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"6","pohoda","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"6","obrana","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"6","rozvaha","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"6","deprese","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"6","ocekavani","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"6","odmitnuti","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"6","obava","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"6","obrana","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"6","zabava","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"6","agrese","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"6","obrana","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"6","deprese","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"6","pohoda","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"6","ocekavani","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"6","pohoda","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"6","rozhodnuti","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"6","deprese","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"6","evokace","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"6","evokace","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"6","vstrictnost","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"6","rozhodnuti","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"6","reakce","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"6","obava","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"6","obava","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"6","odmitnuti","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"6","rozvaha","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"6","ocekavani","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"6","rozvaha","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"6","zabava","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"6","zabava","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"6","kontakt","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"6","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"6","agrese","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"6","agrese","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"6","rozhodnuti","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"7","reakce","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"7","reakce","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"7","obrana","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"7","rozhodnuti","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"7","obava","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"7","agrese","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"7","zabava","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"7","agrese","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"7","kontakt","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"7","pohoda","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"7","rozvaha","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"7","agrese","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"7","odmitnuti","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"7","rozvaha","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"7","rozvaha","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"7","vstrictnost","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
